Timestamp,Age,Gender,Occupation ,Which platform did you use for your recent purchase?  ,Device used during purchase  ,How often do you shop Online ?,Think about your most recent online purchase. Was it planned in advance?  ,  Did you originally intend to buy this product before opening the app/website?  ,How much time did you spend browsing before purchasing?  ,I often buy things when I am feeling stressed.  ,I shop online to improve my mood.  , I find it hard to resist attractive offers.  ,I experience FOMO (Fear of Missing Out) during flash sales.  ,I sometimes buy products without thinking about future need.  ,I feel excited while making spontaneous (Random)  purchases. ,I regret some purchases later. ,I consider myself emotionally influenced while shopping. ,Was the product on discount? ,Did you see a “Limited Time Offer” message? ,Did an influencer/advertisement influence this purchase? ,Did you receive a push notification before buying? ,Discount percentage (if applicable) ,Did peer (Known Person) recommendation influence your purchase?  ,Payment Method Used (Mostly),Do you usually compare prices before purchasing?  ,How often do you add items to cart but do not purchase?  ,"On average, how many impulse (Actual) purchases do you make per month?  ",I carefully plan my purchases in advance.  ,I stick to my budget while shopping. ,I am comfortable spending money without long consideration. ,I review my expenses regularly. ,Would you classify your recent purchase as: 
3/15/2026 13:29:55,30 - 34,Male,Working Professional,Amazon,Laptop / Desktop,Once a month,Yes,Yes,15 - 30 minutes,1,2,1,1,1,1,2,2,No,No,No,Yes,10 - 30 %,Yes,Credit Card,Sometimes,Always,0,3,5,2,5,Completely Planned
3/15/2026 13:31:38,16 - 20,Male,Working Professional,Amazon,Mobile Browser,Multiple times in a month,No,No,Less than 5 minutes,5,5,4,4,5,5,2,3,No,Yes,No,Yes,More than 50%,No,"UPI (Gpay, Phonepe, Paytm)",Rarely,Rarely,3 - 5,3,1,4,2,Completely Unplanned
3/15/2026 13:33:22,21 - 24,Male,Student,Amazon,Mobile App,Weekly,No,No,Less than 5 minutes,4,5,5,5,4,5,3,4,Yes,Yes,Yes,Yes,More than 50%,No,"UPI (Gpay, Phonepe, Paytm)",Rarely,Rarely,3 - 5,2,1,4,2,Completely Unplanned
3/15/2026 13:35:11,25 - 29,Male,Student,Amazon,Laptop / Desktop,Weekly,No,No,5 - 15 minutes,2,4,2,3,3,2,4,4,No,No,Yes,Yes,30 - 50 %,No,Credit Card,Rarely,Sometimes,1 - 2,3,2,2,2,Completely Planned
3/15/2026 13:36:55,25 - 29,Male,Working Professional,Amazon,Laptop / Desktop,Once a month,Yes,Yes,more than 30 minutes,1,3,2,2,1,2,3,2,No,Yes,Yes,No,10 - 30 %,Yes,Credit Card,Always,Always,1 - 2,4,5,3,3,Completely Planned
3/15/2026 13:39:06,25 - 29,Male,Working Professional,Amazon,Mobile Browser,Multiple times in a month,No,No,Less than 5 minutes,5,5,4,5,4,4,2,3,No,No,No,Yes,10 - 30 %,No,Cash on Delivery,Never,Rarely,More than 5,3,2,5,2,Completely Unplanned
3/15/2026 13:40:55,25 - 29,Male,Self Employed,Meesho,Mobile App,Weekly,No,No,15 - 30 minutes,3,2,2,2,3,2,2,4,Yes,Yes,Yes,Yes,30 - 50 %,Yes,Debit Card,Always,Rarely,3 - 5,2,4,3,3,Completely Planned
3/15/2026 13:42:41,25 - 29,Male,Student,Ajio,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,5,3,4,4,5,4,3,5,Yes,No,No,Yes,More than 50%,No,"UPI (Gpay, Phonepe, Paytm)",Never,Rarely,More than 5,2,2,5,2,Completely Unplanned
3/15/2026 13:44:29,25 - 29,Female,Working Professional,Amazon,Mobile App,Weekly,No,No,Less than 5 minutes,4,5,5,4,4,5,3,4,No,No,No,Yes,More than 50%,Yes,"UPI (Gpay, Phonepe, Paytm)",Rarely,Never,3 - 5,3,2,5,1,Partially Planned
3/15/2026 13:46:13,30 - 34,Male,Student,Meesho,Mobile Browser,2 - 3 times a month,Yes,Yes,5 - 15 minutes,3,3,3,3,2,4,2,3,No,No,Yes,Yes,30 - 50 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Always,Rarely,3 - 5,4,4,2,3,Completely Planned
3/15/2026 13:48:00,25 - 29,Female,Working Professional,Amazon,Laptop / Desktop,Once a month,Yes,Yes,more than 30 minutes,1,1,2,1,2,3,1,2,No,No,No,No,0 - 10 %,No,Credit Card,Always,Always,1 - 2,4,4,3,4,Partially Planned
3/15/2026 13:49:45,30 - 34,Female,Working Professional,Flipkart,Laptop / Desktop,Rarely,Yes,Yes,15 - 30 minutes,1,1,2,1,1,1,1,3,Yes,No,Yes,Yes,0 - 10 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Always,Always,1 - 2,4,5,2,4,Partially Planned
3/15/2026 13:51:30,21 - 24,Female,Student,Myntra,Mobile App,Weekly,No,No,5 - 15 minutes,3,4,5,4,5,4,3,3,Yes,Yes,No,Yes,30 - 50 %,No,Cash on Delivery,Rarely,Never,3 - 5,2,1,3,3,Completely Unplanned
3/15/2026 13:53:15,21 - 24,Male,Student,Myntra,Mobile Browser,Multiple times in a month,No,No,5 - 15 minutes,5,5,5,5,4,5,3,3,No,Yes,Yes,Yes,10 - 30 %,Yes,Buy Now Pay Later,Never,Never,More than 5,1,2,4,3,Completely Unplanned
3/15/2026 13:55:03,21 - 24,Female,Student,Ajio,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,4,3,4,4,3,5,3,3,Yes,No,Yes,Yes,More than 50%,No,Cash on Delivery,Never,Never,More than 5,3,1,5,2,Partially Planned
3/15/2026 14:32:05,21 - 24,Female,Student,Myntra,Mobile App,2 - 3 times a month,Yes,Yes,15 - 30 minutes,1,1,3,1,1,1,3,1,Yes,Yes,Yes,Yes,10 - 30 %,No,"UPI (Gpay, Phonepe, Paytm)",Always,Sometimes,0,5,5,1,4,Completely Planned
3/15/2026 16:31:03,21 - 24,Male,Student,Amazon,Mobile App,Once a month,Yes,Yes,more than 30 minutes,1,2,3,2,4,3,4,3,Yes,Yes,Yes,Yes,No Discount,No,"UPI (Gpay, Phonepe, Paytm)",Always,Sometimes,1 - 2,4,3,3,5,Completely Planned
